Species	NCBI/VEuPathDB Accession ID	Taxonomic group	Length of contamination (bp)	Contaminant species
Micoletzkya japonica	GCA_900490955.1	Bacteria	3723	NA
Micoletzkya japonica	GCA_900490955.1	Synthetic	5386	NA
Micoletzkya japonica	GCA_900490955.1	Virus	399	Candidatus Sodalis
Micoletzkya japonica	GCA_900490955.1	Virus	279	Cedecea lapagei
Micoletzkya japonica	GCA_900490955.1	Virus	246	Citrobacter rodentium
Micoletzkya japonica	GCA_900490955.1	Virus	613	Escherichia coli
Micoletzkya japonica	GCA_900490955.1	Virus	28431	Escherichia phage
Micoletzkya japonica	GCA_900490955.1	Virus	399	Hyperionvirus sp.
Micoletzkya japonica	GCA_900490955.1	Virus	396	Radostvirus ev099
Micoletzkya japonica	GCA_900490955.1	Virus	200	Salmonella enterica
Micoletzkya japonica	GCA_900490955.1	Virus	319	Yersinia intermedia
Micoletzkya japonica	GCA_900490955.1	Virus	10734	NA
Parapristionchus giblindavisi	GCA_900491355.1	Viridiplantae	648	NA
Saccharomycodes ludwigii	GCA_900491785.1	Synthetic	5363	NA
Caenorhabditis panamensis	GCA_900536275.1	Bacteria	2310	Brucella daejeonensis
Caenorhabditis panamensis	GCA_900536275.1	Bacteria	2607	Stenotrophomonas pavanii
Caenorhabditis panamensis	GCA_900536275.1	Synthetic	2502	NA
Caenorhabditis panamensis	GCA_900536275.1	Virus	2504	Stenotrophomonas pavanii
Caenorhabditis panamensis	GCA_900536275.1	Virus	719	NA
Caenorhabditis sp. 26 LS-2015	GCA_900536285.3	Fungi	754	NA
Caenorhabditis sp. 26 LS-2015	GCA_900536285.3	Viridiplantae	1321	NA
Caenorhabditis sp. 26 LS-2015	GCA_900536285.3	Bacteria	2240	NA
Caenorhabditis sp. 26 LS-2015	GCA_900536285.3	Other eukaryotes	596	NA
Caenorhabditis sp. 40 LS-2015	GCA_900536305.3	Bacteria	1554	Candidatus Leucobacter
Caenorhabditis sp. 40 LS-2015	GCA_900536305.3	Other eukaryotes	1785	NA
Caenorhabditis becei	GCA_900536315.3	Viridiplantae	3784	Arachis hypogaea
Caenorhabditis becei	GCA_900536315.3	Bacteria	25116	Brevundimonas diminuta
Caenorhabditis becei	GCA_900536315.3	Bacteria	1626	Brevundimonas guildfordensis
Caenorhabditis becei	GCA_900536315.3	Bacteria	22753	Brevundimonas sp.
Caenorhabditis becei	GCA_900536315.3	Bacteria	933	Brucella thiophenivorans
Caenorhabditis becei	GCA_900536315.3	Bacteria	4720	Neorhizobium petrolearium
Caenorhabditis becei	GCA_900536315.3	Bacteria	989	Stenotrophomonas maltophilia
Caenorhabditis becei	GCA_900536315.3	Bacteria	1041	Stenotrophomonas pavanii
Caenorhabditis becei	GCA_900536315.3	Bacteria	32242	Stenotrophomonas tumulicola
Caenorhabditis becei	GCA_900536315.3	Bacteria	3881	[Ochrobactrum] quorumnocens
Caenorhabditis becei	GCA_900536315.3	Bacteria	515	NA
Caenorhabditis becei	GCA_900536315.3	Synthetic	2036	NA
Caenorhabditis becei	GCA_900536315.3	Virus	15643	Enterobacteria phage
Caenorhabditis becei	GCA_900536315.3	Virus	8109	Scuticavirus SMA6
Caenorhabditis becei	GCA_900536315.3	Virus	10107	Stenotrophomonas cyclobalanopsidis
Caenorhabditis sp. 32 LS-2015	GCA_900536325.3	Fungi	945	NA
Caenorhabditis sp. 39 LS-2015	GCA_900536345.3	Metazoa	1073	NA
Caenorhabditis sp. 39 LS-2015	GCA_900536345.3	Viridiplantae	1246	Arachis hypogaea
Caenorhabditis sp. 39 LS-2015	GCA_900536345.3	Bacteria	1049	Belliella baltica
Caenorhabditis sp. 39 LS-2015	GCA_900536345.3	Bacteria	667	NA
Caenorhabditis sp. 38 MB-2015	GCA_900536415.3	Viridiplantae	754	NA
Onchocerca ochengi	GCA_900537205.1	Metazoa	2380	Cryptotermes secundus
Onchocerca ochengi	GCA_900537205.1	Metazoa	2071	Erpetoichthys calabaricus
Onchocerca ochengi	GCA_900537205.1	Metazoa	11578	Limulus polyphemus
Onchocerca ochengi	GCA_900537205.1	Metazoa	247	Nylanderia fulva
Onchocerca ochengi	GCA_900537205.1	Metazoa	297	Ostrinia furnacalis
Onchocerca ochengi	GCA_900537205.1	Metazoa	6279	Petromyzon marinus
Onchocerca ochengi	GCA_900537205.1	Metazoa	282	NA
Onchocerca ochengi	GCA_900537205.1	Bacteria	689	Aeromonas rivuli
Onchocerca ochengi	GCA_900537205.1	Bacteria	956	Gibbsiella quercinecans
Onchocerca ochengi	GCA_900537205.1	Bacteria	967	Kluyvera intermedia
Onchocerca ochengi	GCA_900537205.1	Bacteria	211	Leclercia adecarboxylata
Onchocerca ochengi	GCA_900537205.1	Bacteria	1085	Proteus alimentorum
Onchocerca ochengi	GCA_900537205.1	Bacteria	1248	Pseudomonas abyssi
Onchocerca ochengi	GCA_900537205.1	Bacteria	524	Pseudomonas meliae
Onchocerca ochengi	GCA_900537205.1	Bacteria	1149	Pseudomonas taiwanensis
Onchocerca ochengi	GCA_900537205.1	Bacteria	621	Vibrio gangliei
Onchocerca ochengi	GCA_900537205.1	Bacteria	1665	Vibrio quintilis
Onchocerca ochengi	GCA_900537205.1	Bacteria	63195	Wolbachia endosymbiont
Acanthocheilonema viteae	GCA_900537255.1	Virus	763	NA
Litomosoides sigmodontis	GCA_900537275.1	Metazoa	5402	Daphnia magna
Litomosoides sigmodontis	GCA_900537275.1	Metazoa	1025	Mus musculus
Enterobius vermicularis	GCA_900576705.1	Metazoa	25009	Homo sapiens
Enterobius vermicularis	GCA_900576705.1	Metazoa	1169	NA
Enterobius vermicularis	GCA_900576705.1	Bacteria	964	Citrobacter telavivensis
Enterobius vermicularis	GCA_900576705.1	Bacteria	501	Citrobacter tructae
Enterobius vermicularis	GCA_900576705.1	Bacteria	709	Citrobacter werkmanii
Enterobius vermicularis	GCA_900576705.1	Bacteria	1333	Cupriavidus pampae
Enterobius vermicularis	GCA_900576705.1	Bacteria	3770	Cutibacterium acnes
Enterobius vermicularis	GCA_900576705.1	Bacteria	996	Enterobacter hormaechei
Enterobius vermicularis	GCA_900576705.1	Bacteria	601	Enterobacter quasimori
Enterobius vermicularis	GCA_900576705.1	Bacteria	2089	Escherichia albertii
Enterobius vermicularis	GCA_900576705.1	Bacteria	25315	Escherichia coli
Enterobius vermicularis	GCA_900576705.1	Bacteria	6099	Escherichia fergusonii
Enterobius vermicularis	GCA_900576705.1	Bacteria	5037	Escherichia ruysiae
Enterobius vermicularis	GCA_900576705.1	Bacteria	11067	Escherichia sp.
Enterobius vermicularis	GCA_900576705.1	Bacteria	3688	Hafnia paralvei
Enterobius vermicularis	GCA_900576705.1	Bacteria	724	Klebsiella sp.
Enterobius vermicularis	GCA_900576705.1	Bacteria	1637	Leclercia adecarboxylata
Enterobius vermicularis	GCA_900576705.1	Bacteria	2813	Leclercia sp.
Enterobius vermicularis	GCA_900576705.1	Bacteria	1399	Nissabacter archeti
Enterobius vermicularis	GCA_900576705.1	Bacteria	1798	Pseudomonas bohemica
Enterobius vermicularis	GCA_900576705.1	Bacteria	2172	Rahnella inusitata
Enterobius vermicularis	GCA_900576705.1	Bacteria	689	Rahnella victoriana
Enterobius vermicularis	GCA_900576705.1	Bacteria	11617	Ralstonia insidiosa
Enterobius vermicularis	GCA_900576705.1	Bacteria	2142	Ralstonia mannitolilytica
Enterobius vermicularis	GCA_900576705.1	Bacteria	3941	Ralstonia pickettii
Enterobius vermicularis	GCA_900576705.1	Bacteria	800	Ralstonia solanacearum
Enterobius vermicularis	GCA_900576705.1	Bacteria	1302	Ralstonia syzygii
Enterobius vermicularis	GCA_900576705.1	Bacteria	721	Raoultella ornithinolytica
Enterobius vermicularis	GCA_900576705.1	Bacteria	638	Salmonella enterica
Enterobius vermicularis	GCA_900576705.1	Bacteria	749	Stutzerimonas xanthomarina
Enterobius vermicularis	GCA_900576705.1	Bacteria	1894	Yersinia alsatica
Enterobius vermicularis	GCA_900576705.1	Bacteria	604	Yersinia rohdei
Enterobius vermicularis	GCA_900576705.1	Bacteria	2896	NA
Enterobius vermicularis	GCA_900576705.1	Other eukaryotes	562	Plasmodium berghei
Enterobius vermicularis	GCA_900576705.1	Synthetic	3102	NA
Enterobius vermicularis	GCA_900576705.1	Virus	1508	Enterobacteria phage
Enterobius vermicularis	GCA_900576705.1	Virus	1334	Escherichia phage
Enterobius vermicularis	GCA_900576705.1	Virus	4067	Escherichia ruysiae
Enterobius vermicularis	GCA_900576705.1	Virus	624	Escherichia sp.
Enterobius vermicularis	GCA_900576705.1	Virus	1008	Peduovirus P22H4
Enterobius vermicularis	GCA_900576705.1	Virus	1601	Peduovirus P24A7b
Enterobius vermicularis	GCA_900576705.1	Virus	1337	Peduovirus magyaro
Enterobius vermicularis	GCA_900576705.1	Virus	1057	Punavirus P1
Enterobius vermicularis	GCA_900576705.1	Virus	584	Salmonella phage
Enterobius vermicularis	GCA_900576705.1	Virus	910	Shigella sonnei
Anisakis simplex	GCA_900576815.1	Metazoa	443	Acipenser ruthenus
Anisakis simplex	GCA_900576815.1	Metazoa	26553	Alosa sapidissima
Anisakis simplex	GCA_900576815.1	Metazoa	361	Amblyraja radiata
Anisakis simplex	GCA_900576815.1	Metazoa	1927	Anguilla anguilla
Anisakis simplex	GCA_900576815.1	Metazoa	963	Astyanax mexicanus
Anisakis simplex	GCA_900576815.1	Metazoa	1809	Brienomyrus brachyistius
Anisakis simplex	GCA_900576815.1	Metazoa	256	Callithrix jacchus
Anisakis simplex	GCA_900576815.1	Metazoa	1320	Canis lupus
Anisakis simplex	GCA_900576815.1	Metazoa	459	Carcharodon carcharias
Anisakis simplex	GCA_900576815.1	Metazoa	275	Chanos chanos
Anisakis simplex	GCA_900576815.1	Metazoa	253	Crotalus tigris
Anisakis simplex	GCA_900576815.1	Metazoa	302	Danio rerio
Anisakis simplex	GCA_900576815.1	Metazoa	859	Denticeps clupeoides
Anisakis simplex	GCA_900576815.1	Metazoa	256	Erpetoichthys calabaricus
Anisakis simplex	GCA_900576815.1	Metazoa	1482	Esox lucius
Anisakis simplex	GCA_900576815.1	Metazoa	2089	Gadus morhua
Anisakis simplex	GCA_900576815.1	Metazoa	1478	Gouania willdenowi
Anisakis simplex	GCA_900576815.1	Metazoa	397	Hippocampus zosterae
Anisakis simplex	GCA_900576815.1	Metazoa	56590	Homo sapiens
Anisakis simplex	GCA_900576815.1	Metazoa	20491	Hypomesus transpacificus
Anisakis simplex	GCA_900576815.1	Metazoa	362	Larimichthys crocea
Anisakis simplex	GCA_900576815.1	Metazoa	637	Latimeria chalumnae
Anisakis simplex	GCA_900576815.1	Metazoa	1901	Limnephilus marmoratus
Anisakis simplex	GCA_900576815.1	Metazoa	5334	Macaca fascicularis
Anisakis simplex	GCA_900576815.1	Metazoa	1412	Mus musculus
Anisakis simplex	GCA_900576815.1	Metazoa	1886	Pangasianodon hypophthalmus
Anisakis simplex	GCA_900576815.1	Metazoa	305	Periophthalmus magnuspinnatus
Anisakis simplex	GCA_900576815.1	Metazoa	1320	Salmo salar
Anisakis simplex	GCA_900576815.1	Metazoa	1218	Scleropages formosus
Anisakis simplex	GCA_900576815.1	Metazoa	331	Sus scrofa
Anisakis simplex	GCA_900576815.1	Metazoa	2105	Thalassophryne amazonica
Anisakis simplex	GCA_900576815.1	Metazoa	11089	NA
Anisakis simplex	GCA_900576815.1	Fungi	4251	Komagataella phaffii
Anisakis simplex	GCA_900576815.1	Fungi	548	Malassezia restricta
Anisakis simplex	GCA_900576815.1	Fungi	253	Saccharomyces cerevisiae
Anisakis simplex	GCA_900576815.1	Viridiplantae	620	Aegilops tauschii
Anisakis simplex	GCA_900576815.1	Bacteria	717	Acidipropionibacterium timonense
Anisakis simplex	GCA_900576815.1	Bacteria	250	Acinetobacter baumannii
Anisakis simplex	GCA_900576815.1	Bacteria	299	Acinetobacter lwoffii
Anisakis simplex	GCA_900576815.1	Bacteria	503	Actinophytocola xinjiangensis
Anisakis simplex	GCA_900576815.1	Bacteria	391	Alcaligenes faecalis
Anisakis simplex	GCA_900576815.1	Bacteria	306	Aquabacterium olei
Anisakis simplex	GCA_900576815.1	Bacteria	325	Aquiflexum balticum
Anisakis simplex	GCA_900576815.1	Bacteria	249	Arachidicoccus soli
Anisakis simplex	GCA_900576815.1	Bacteria	467	Arcicella sp.
Anisakis simplex	GCA_900576815.1	Bacteria	615	Atlantibacter hermannii
Anisakis simplex	GCA_900576815.1	Bacteria	335	Candidatus Pantoea
Anisakis simplex	GCA_900576815.1	Bacteria	9017	Castellaniella defragrans
Anisakis simplex	GCA_900576815.1	Bacteria	772	Castellaniella denitrificans
Anisakis simplex	GCA_900576815.1	Bacteria	2848	Castellaniella sp.
Anisakis simplex	GCA_900576815.1	Bacteria	319	Chitinophaga agrisoli
Anisakis simplex	GCA_900576815.1	Bacteria	251	Chitinophaga solisilvae
Anisakis simplex	GCA_900576815.1	Bacteria	3188	Citrobacter amalonaticus
Anisakis simplex	GCA_900576815.1	Bacteria	8722	Citrobacter freundii
Anisakis simplex	GCA_900576815.1	Bacteria	495	Citrobacter gillenii
Anisakis simplex	GCA_900576815.1	Bacteria	3737	Citrobacter murliniae
Anisakis simplex	GCA_900576815.1	Bacteria	6428	Citrobacter rodentium
Anisakis simplex	GCA_900576815.1	Bacteria	481	Citrobacter sp.
Anisakis simplex	GCA_900576815.1	Bacteria	5323	Citrobacter telavivensis
Anisakis simplex	GCA_900576815.1	Bacteria	351	Corynebacterium tuberculostearicum
Anisakis simplex	GCA_900576815.1	Bacteria	1513	Cronobacter condimenti
Anisakis simplex	GCA_900576815.1	Bacteria	72440	Cutibacterium acnes
Anisakis simplex	GCA_900576815.1	Bacteria	803	Cutibacterium avidum
Anisakis simplex	GCA_900576815.1	Bacteria	2809	Cutibacterium modestum
Anisakis simplex	GCA_900576815.1	Bacteria	1629	Cutibacterium namnetense
Anisakis simplex	GCA_900576815.1	Bacteria	341	Cutibacterium porci
Anisakis simplex	GCA_900576815.1	Bacteria	300	Dysgonomonas sp.
Anisakis simplex	GCA_900576815.1	Bacteria	358	Edaphocola flava
Anisakis simplex	GCA_900576815.1	Bacteria	2571	Edwardsiella hoshinae
Anisakis simplex	GCA_900576815.1	Bacteria	486	Enterobacter chengduensis
Anisakis simplex	GCA_900576815.1	Bacteria	907	Enterobacter hormaechei
Anisakis simplex	GCA_900576815.1	Bacteria	253	Enterobacter ludwigii
Anisakis simplex	GCA_900576815.1	Bacteria	3358	Enterobacter quasimori
Anisakis simplex	GCA_900576815.1	Bacteria	1564	Enterobacter sp.
Anisakis simplex	GCA_900576815.1	Bacteria	251	Epilithonimonas lactis
Anisakis simplex	GCA_900576815.1	Bacteria	313	Erwinia psidii
Anisakis simplex	GCA_900576815.1	Bacteria	2520	Erwinia typographi
Anisakis simplex	GCA_900576815.1	Bacteria	32973	Escherichia albertii
Anisakis simplex	GCA_900576815.1	Bacteria	3278728	Escherichia coli
Anisakis simplex	GCA_900576815.1	Bacteria	191538	Escherichia fergusonii
Anisakis simplex	GCA_900576815.1	Bacteria	144812	Escherichia ruysiae
Anisakis simplex	GCA_900576815.1	Bacteria	699638	Escherichia sp.
Anisakis simplex	GCA_900576815.1	Bacteria	1633	Ferrovum myxofaciens
Anisakis simplex	GCA_900576815.1	Bacteria	442	Ferruginibacter albus
Anisakis simplex	GCA_900576815.1	Bacteria	294	Ferruginibacter lapsinanis
Anisakis simplex	GCA_900576815.1	Bacteria	1873	Ferruginibacter sp.
Anisakis simplex	GCA_900576815.1	Bacteria	490	Filimonas lacunae
Anisakis simplex	GCA_900576815.1	Bacteria	386	Filimonas sp.
Anisakis simplex	GCA_900576815.1	Bacteria	347	Finegoldia magna
Anisakis simplex	GCA_900576815.1	Bacteria	304	Flaviaesturariibacter sp.
Anisakis simplex	GCA_900576815.1	Bacteria	375	Flavihumibacter profundi
Anisakis simplex	GCA_900576815.1	Bacteria	636	Flavipsychrobacter sp.
Anisakis simplex	GCA_900576815.1	Bacteria	280	Flavobacterium crocinum
Anisakis simplex	GCA_900576815.1	Bacteria	312	Flavobacterium cyanobacteriorum
Anisakis simplex	GCA_900576815.1	Bacteria	418	Foetidibacter luteolus
Anisakis simplex	GCA_900576815.1	Bacteria	1216	Haemophilus influenzae
Anisakis simplex	GCA_900576815.1	Bacteria	322	Halpernia frigidisoli
Anisakis simplex	GCA_900576815.1	Bacteria	2414	Hydrobacter penzbergensis
Anisakis simplex	GCA_900576815.1	Bacteria	546	Hydrotalea flava
Anisakis simplex	GCA_900576815.1	Bacteria	942	Hydrotalea sandarakina
Anisakis simplex	GCA_900576815.1	Bacteria	2974	Hydrotalea sp.
Anisakis simplex	GCA_900576815.1	Bacteria	304	Hymenobacter oligotrophus
Anisakis simplex	GCA_900576815.1	Bacteria	301	Klebsiella aerogenes
Anisakis simplex	GCA_900576815.1	Bacteria	698	Klebsiella huaxiensis
Anisakis simplex	GCA_900576815.1	Bacteria	3108	Klebsiella pneumoniae
Anisakis simplex	GCA_900576815.1	Bacteria	2266	Lacibacter cauensis
Anisakis simplex	GCA_900576815.1	Bacteria	830	Lacibacter luteus
Anisakis simplex	GCA_900576815.1	Bacteria	6870	Lamprocystis purpurea
Anisakis simplex	GCA_900576815.1	Bacteria	485	Larkinella knui
Anisakis simplex	GCA_900576815.1	Bacteria	437	Lawsonella sp.
Anisakis simplex	GCA_900576815.1	Bacteria	401	Leclercia sp.
Anisakis simplex	GCA_900576815.1	Bacteria	337	Lelliottia amnigena
Anisakis simplex	GCA_900576815.1	Bacteria	327	Leminorella grimontii
Anisakis simplex	GCA_900576815.1	Bacteria	983	Leminorella richardii
Anisakis simplex	GCA_900576815.1	Bacteria	326	Leuconostoc mesenteroides
Anisakis simplex	GCA_900576815.1	Bacteria	886	Limnovirga soli
Anisakis simplex	GCA_900576815.1	Bacteria	419	Macrococcus caseolyticus
Anisakis simplex	GCA_900576815.1	Bacteria	281	Methylophilus methylotrophus
Anisakis simplex	GCA_900576815.1	Bacteria	250	Methylophilus rhizosphaerae
Anisakis simplex	GCA_900576815.1	Bacteria	514	Micrococcus endophyticus
Anisakis simplex	GCA_900576815.1	Bacteria	3127	Mixta tenebrionis
Anisakis simplex	GCA_900576815.1	Bacteria	482	Mixta theicola
Anisakis simplex	GCA_900576815.1	Bacteria	451	Mucilaginibacter gilvus
Anisakis simplex	GCA_900576815.1	Bacteria	281	Mucilaginibacter gossypii
Anisakis simplex	GCA_900576815.1	Bacteria	453	Mucilaginibacter phyllosphaerae
Anisakis simplex	GCA_900576815.1	Bacteria	250	Muricoprocola aceti
Anisakis simplex	GCA_900576815.1	Bacteria	368	Niabella yanshanensis
Anisakis simplex	GCA_900576815.1	Bacteria	283	Niastella koreensis
Anisakis simplex	GCA_900576815.1	Bacteria	393	Niastella populi
Anisakis simplex	GCA_900576815.1	Bacteria	334	Niastella sp.
Anisakis simplex	GCA_900576815.1	Bacteria	1353	Niastella vici
Anisakis simplex	GCA_900576815.1	Bacteria	766	Panacibacter ginsenosidivorans
Anisakis simplex	GCA_900576815.1	Bacteria	595	Panacibacter microcysteis
Anisakis simplex	GCA_900576815.1	Bacteria	762	Pantoea allii
Anisakis simplex	GCA_900576815.1	Bacteria	249	Paracoccus marcusii
Anisakis simplex	GCA_900576815.1	Bacteria	1596	Parafilimonas terrae
Anisakis simplex	GCA_900576815.1	Bacteria	411	Paraflavitalea devenefica
Anisakis simplex	GCA_900576815.1	Bacteria	669	Pedobacter chinensis
Anisakis simplex	GCA_900576815.1	Bacteria	558	Pedobacter gandavensis
Anisakis simplex	GCA_900576815.1	Bacteria	1535	Photobacterium damselae
Anisakis simplex	GCA_900576815.1	Bacteria	3838	Phytobacter massiliensis
Anisakis simplex	GCA_900576815.1	Bacteria	304	Pinibacter aurantiacus
Anisakis simplex	GCA_900576815.1	Bacteria	648	Pluralibacter gergoviae
Anisakis simplex	GCA_900576815.1	Bacteria	5626	Pluralibacter sp.
Anisakis simplex	GCA_900576815.1	Bacteria	266	Pontibacter russatus
Anisakis simplex	GCA_900576815.1	Bacteria	435	Prevotella sp.
Anisakis simplex	GCA_900576815.1	Bacteria	266	Pseudarcicella hirudinis
Anisakis simplex	GCA_900576815.1	Bacteria	5120	Pseudocitrobacter faecalis
Anisakis simplex	GCA_900576815.1	Bacteria	5036	Pseudocitrobacter vendiensis
Anisakis simplex	GCA_900576815.1	Bacteria	255	Pseudomonas deceptionensis
Anisakis simplex	GCA_900576815.1	Bacteria	465	Puia dinghuensis
Anisakis simplex	GCA_900576815.1	Bacteria	497	Pusillimonas caeni
Anisakis simplex	GCA_900576815.1	Bacteria	1788	Pusillimonas minor
Anisakis simplex	GCA_900576815.1	Bacteria	1668	Rahnella woolbedingensis
Anisakis simplex	GCA_900576815.1	Bacteria	1070	Rheinheimera maricola
Anisakis simplex	GCA_900576815.1	Bacteria	3474	Ruminococcus sp.
Anisakis simplex	GCA_900576815.1	Bacteria	617	Runella aurantiaca
Anisakis simplex	GCA_900576815.1	Bacteria	4040	Salmonella bongori
Anisakis simplex	GCA_900576815.1	Bacteria	7724	Salmonella enterica
Anisakis simplex	GCA_900576815.1	Bacteria	692	Salmonella sp.
Anisakis simplex	GCA_900576815.1	Bacteria	2892	Sediminibacterium ginsengisoli
Anisakis simplex	GCA_900576815.1	Bacteria	2991	Sediminibacterium goheungense
Anisakis simplex	GCA_900576815.1	Bacteria	375	Sediminibacterium roseum
Anisakis simplex	GCA_900576815.1	Bacteria	5232	Sediminibacterium salmoneum
Anisakis simplex	GCA_900576815.1	Bacteria	594	Sediminibacterium soli
Anisakis simplex	GCA_900576815.1	Bacteria	744	Segetibacter aerophilus
Anisakis simplex	GCA_900576815.1	Bacteria	732	Segetibacter koreensis
Anisakis simplex	GCA_900576815.1	Bacteria	1102	Shigella boydii
Anisakis simplex	GCA_900576815.1	Bacteria	4743	Shigella dysenteriae
Anisakis simplex	GCA_900576815.1	Bacteria	4257	Shigella flexneri
Anisakis simplex	GCA_900576815.1	Bacteria	1608	Shigella sonnei
Anisakis simplex	GCA_900576815.1	Bacteria	985	Shimwellia pseudoproteus
Anisakis simplex	GCA_900576815.1	Bacteria	445	Solimonas flava
Anisakis simplex	GCA_900576815.1	Bacteria	294	Sphingobacterium alimentarium
Anisakis simplex	GCA_900576815.1	Bacteria	615	Sphingomonas echinoides
Anisakis simplex	GCA_900576815.1	Bacteria	301	Spirosoma pollinicola
Anisakis simplex	GCA_900576815.1	Bacteria	874	Staphylococcus argenteus
Anisakis simplex	GCA_900576815.1	Bacteria	8125	Staphylococcus aureus
Anisakis simplex	GCA_900576815.1	Bacteria	285	Staphylococcus capitis
Anisakis simplex	GCA_900576815.1	Bacteria	253	Staphylococcus warneri
Anisakis simplex	GCA_900576815.1	Bacteria	252	Stenotrophomonas cyclobalanopsidis
Anisakis simplex	GCA_900576815.1	Bacteria	682	Steroidobacter cummioxidans
Anisakis simplex	GCA_900576815.1	Bacteria	431	Thermoflavifilum aggregans
Anisakis simplex	GCA_900576815.1	Bacteria	656	Vibrio penaeicida
Anisakis simplex	GCA_900576815.1	Bacteria	2296	Vibrio sp.
Anisakis simplex	GCA_900576815.1	Bacteria	345	Zoogloea dura
Anisakis simplex	GCA_900576815.1	Bacteria	3224	[Enterobacter] lignolyticus
Anisakis simplex	GCA_900576815.1	Bacteria	16019	NA
Anisakis simplex	GCA_900576815.1	Other eukaryotes	3871	Oxytricha trifallax
